DIM_INDICATOR_id,DIM_INDICATOR_name,DIM_TIME_year,DIM_TIME_month,DIM_LOCATION_id,DIM_SOURCE_id,FACT_value
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2004,12,PAK,KAGGLE_PAK_ECONOMY,7.7
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2005,12,PAK,KAGGLE_PAK_ECONOMY,7.7
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2006,12,PAK,KAGGLE_PAK_ECONOMY,6.2
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2007,12,PAK,KAGGLE_PAK_ECONOMY,5.2
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2008,12,PAK,KAGGLE_PAK_ECONOMY,5.2
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2009,12,PAK,KAGGLE_PAK_ECONOMY,5.5
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2010,12,PAK,KAGGLE_PAK_ECONOMY,5.6
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2011,12,PAK,KAGGLE_PAK_ECONOMY,6.0
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2012,12,PAK,KAGGLE_PAK_ECONOMY,6.0
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2013,12,PAK,KAGGLE_PAK_ECONOMY,6.2
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2014,12,PAK,KAGGLE_PAK_ECONOMY,6.0
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2015,12,PAK,KAGGLE_PAK_ECONOMY,5.9
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2016,12,PAK,KAGGLE_PAK_ECONOMY,5.9
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2017,12,PAK,KAGGLE_PAK_ECONOMY,5.8
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2018,12,PAK,KAGGLE_PAK_ECONOMY,5.8
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2019,12,PAK,KAGGLE_PAK_ECONOMY,4.5
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2020,12,PAK,KAGGLE_PAK_ECONOMY,4.6
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2021,12,PAK,KAGGLE_PAK_ECONOMY,6.3
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2022,12,PAK,KAGGLE_PAK_ECONOMY,6.2
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2023,12,PAK,KAGGLE_PAK_ECONOMY,6.5
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2024,12,PAK,KAGGLE_PAK_ECONOMY,6.4
IND_UNEMPLOYMENT_PCT,"Unemployment, total (% of total labor force)",2025,12,PAK,KAGGLE_PAK_ECONOMY,5.4
